"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"1","Biscoe",50.5,15.8,221,5212.5,"MALE","Gentoo"
"2","Biscoe",49.85,15.35,225,5450,"MALE","Gentoo"
"3","Biscoe",48.95,15.3,225,5425,"MALE","Gentoo"
"4","Biscoe",50.45,16.1,218.5,5450,"MALE","Gentoo"
"5","Biscoe",50.75,16.6,218.5,5325,"MALE","Gentoo"
"6","Biscoe",49.3,16.05,219.5,5650,"MALE","Gentoo"
"7","Biscoe",47.8,15.5,224.5,5200,"MALE","Gentoo"
"8","Biscoe",50.25,14.85,218,5275,"MALE","Gentoo"
"9","Biscoe",49.25,15.4,224,5050,"MALE","Gentoo"
"10","Biscoe",44.7,14.7,225.5,5275,"MALE","Gentoo"
"11","Biscoe",47.55,15.45,222.5,4962.5,"MALE","Gentoo"
"12","Biscoe",47.7,15.15,220.5,5200,"MALE","Gentoo"
"13","Biscoe",53,14.6,215.5,5325,"MALE","Gentoo"
"14","Biscoe",48.45,15.05,223.5,5350,"MALE","Gentoo"
"15","Biscoe",50,15.95,222.5,5550,"MALE","Gentoo"
"16","Biscoe",54.05,15.75,225,5275,"MALE","Gentoo"
"17","Biscoe",48.05,14.95,222,5475,"MALE","Gentoo"
"18","Biscoe",47.65,14.85,225.5,5425,"MALE","Gentoo"
"19","Biscoe",47.2,16.75,221,5475,"MALE","Gentoo"
"20","Biscoe",49.4,15.65,224,5250,"MALE","Gentoo"
"21","Biscoe",50.6,16.6,225,5625,"MALE","Gentoo"
"22","Biscoe",46.7,15,217.5,5450,"MALE","Gentoo"
"23","Biscoe",47.85,15.2,227.5,5525,"MALE","Gentoo"
"24","Biscoe",49.7,15.2,219,5400,"MALE","Gentoo"
"25","Biscoe",50.45,15.15,227.5,5600,"MALE","Gentoo"
"26","Biscoe",49.5,16.95,222,5925,"MALE","Gentoo"
"27","Biscoe",48.95,15.45,220.5,5450,"MALE","Gentoo"
"28","Biscoe",49.95,15.65,217.5,5325,"MALE","Gentoo"
"29","Biscoe",50.2,16.3,217.5,5575,"MALE","Gentoo"
"30","Biscoe",50.2,15.15,224,5625,"MALE","Gentoo"
"31","Biscoe",51.05,16.05,222,5750,"MALE","Gentoo"
"32","Biscoe",50.95,16.05,221,5450,"MALE","Gentoo"
"33","Biscoe",49.2,15.85,222,5450,"MALE","Gentoo"
"34","Biscoe",48.15,16.05,221.5,5275,"MALE","Gentoo"
"35","Biscoe",50.4,15.6,220,5125,"MALE","Gentoo"
"36","Biscoe",50.45,15.45,214.5,5450,"MALE","Gentoo"
"37","Biscoe",48.7,14.95,218.5,5475,"MALE","Gentoo"
"38","Biscoe",53.1,16.4,224,5025,"MALE","Gentoo"
"39","Biscoe",49.35,16,215,5675,"MALE","Gentoo"
"40","Biscoe",50.75,15.85,219.5,5150,"MALE","Gentoo"
"41","Biscoe",48.4,15.6,219,5775,"MALE","Gentoo"
"42","Biscoe",49.05,16.45,222.5,5100,"MALE","Gentoo"
"43","Biscoe",54.8,15.7,215,5050,"MALE","Gentoo"
"44","Biscoe",46.5,15.7,211,5425,"MALE","Gentoo"
"45","Biscoe",48.4,15.45,208.5,5200,"MALE","Gentoo"
"46","Biscoe",51.9,14.55,215.5,5475,"MALE","Gentoo"
"47","Biscoe",49.45,15,218.5,5500,"MALE","Gentoo"
"48","Biscoe",49.4,15.9,220.5,5150,"MALE","Gentoo"
"49","Biscoe",50.45,15.8,220,5725,"MALE","Gentoo"
"50","Biscoe",47.75,15.55,219,5900,"MALE","Gentoo"
"51","Biscoe",47.85,14.95,218,5975,"MALE","Gentoo"
"52","Biscoe",48.55,16.15,220.5,5725,"MALE","Gentoo"
"53","Biscoe",47.65,15.55,221.5,5450,"MALE","Gentoo"
"54","Biscoe",53.2,15.05,230.5,5825,"MALE","Gentoo"
"55","Biscoe",49.6,15.85,223,5575,"MALE","Gentoo"
"56","Biscoe",49.7,15.75,224,5500,"MALE","Gentoo"
"57","Biscoe",51.85,15.55,219,5775,"MALE","Gentoo"
"58","Biscoe",50,15.6,214,5550,"MALE","Gentoo"
"59","Biscoe",47.55,15.1,219.5,5425,"MALE","Gentoo"
"60","Biscoe",49.25,15.4,215,5350,"MALE","Gentoo"
"61","Biscoe",47.95,16.25,222.5,5225,"MALE","Gentoo"
"62","Biscoe",50.35,15.8,222.5,5700,"MALE","Gentoo"
"63","Biscoe",46.9,15.9,225,5275,"MALE","Gentoo"
"64","Biscoe",47.95,15,217,5900,"MALE","Gentoo"
"65","Biscoe",51.1,15.8,223,5575,"MALE","Gentoo"
"66","Biscoe",48.75,16.35,216,5175,"MALE","Gentoo"
"67","Biscoe",53.85,16,219,5425,"MALE","Gentoo"
"68","Biscoe",46.3,15.55,216,5225,"MALE","Gentoo"
"69","Biscoe",49.25,15.95,223,5900,"MALE","Gentoo"
"70","Biscoe",48.85,15.2,221,5350,"MALE","Gentoo"
"71","Biscoe",53.3,15.65,211.5,5550,"MALE","Gentoo"
"72","Biscoe",49.25,15.9,218.5,5425,"MALE","Gentoo"
"73","Biscoe",50.55,16.15,226.5,5225,"MALE","Gentoo"
"74","Biscoe",53,15.25,218,5500,"MALE","Gentoo"
"75","Biscoe",49.9,15.35,219.5,5625,"MALE","Gentoo"
"76","Biscoe",48.35,15.4,218.5,5675,"MALE","Gentoo"
"77","Biscoe",54.1,16.15,220,5475,"MALE","Gentoo"
"78","Biscoe",47,16.15,213.5,5450,"MALE","Gentoo"
"79","Biscoe",48.65,16.4,221,5475,"MALE","Gentoo"
"80","Biscoe",47.25,15.5,225.5,5425,"MALE","Gentoo"
"81","Biscoe",45.9,15.8,218.5,5575,"MALE","Gentoo"
"82","Biscoe",52.15,15.7,230,5450,"MALE","Gentoo"
"83","Biscoe",49.05,15.9,227.5,5700,"MALE","Gentoo"
"84","Biscoe",47.5,15.7,224.5,5525,"MALE","Gentoo"
"85","Biscoe",50.25,15.55,221.5,5550,"MALE","Gentoo"
"86","Biscoe",47.2,15.3,218,5300,"MALE","Gentoo"
"87","Biscoe",48.45,15.35,225,5725,"MALE","Gentoo"
"88","Biscoe",48.85,15.25,224,5525,"MALE","Gentoo"
"89","Biscoe",51,15.25,222.5,5800,"MALE","Gentoo"
"90","Biscoe",49.75,16.3,217.5,5675,"MALE","Gentoo"
"91","Biscoe",48.5,16.05,227,5675,"MALE","Gentoo"
"92","Biscoe",49.35,15.5,214,5450,"MALE","Gentoo"
"93","Biscoe",47.35,15.6,222,5725,"MALE","Gentoo"
"94","Biscoe",49.7,15.9,228.5,5375,"MALE","Gentoo"
"95","Biscoe",52.85,16.6,215.5,5825,"MALE","Gentoo"
"96","Biscoe",49.3,15.25,215.5,5250,"MALE","Gentoo"
"97","Biscoe",48.5,15.95,220.5,5450,"MALE","Gentoo"
"98","Biscoe",54.7,15.55,222,5725,"MALE","Gentoo"
"99","Biscoe",50.5,15,225.5,5475,"MALE","Gentoo"
"100","Biscoe",49.05,15.6,227.5,5725,"MALE","Gentoo"
"101","Biscoe",46.15,15.55,217.5,5525,"MALE","Gentoo"
"102","Biscoe",46.65,15.9,222,5075,"MALE","Gentoo"
"103","Biscoe",47.55,14.7,223,5350,"MALE","Gentoo"
"104","Biscoe",47.15,16.55,222.5,5475,"MALE","Gentoo"
"105","Biscoe",48.7,15.9,216.5,5500,"MALE","Gentoo"
"106","Biscoe",51.75,15.55,226,5350,"MALE","Gentoo"
"107","Biscoe",48.15,16.35,218,5700,"MALE","Gentoo"
"108","Biscoe",48.6,16.7,220,5475,"MALE","Gentoo"
"109","Biscoe",48.75,16.45,225.5,5325,"MALE","Gentoo"
"110","Biscoe",48.95,15.8,226,5275,"MALE","Gentoo"
"111","Biscoe",48.75,15.55,223,5675,"MALE","Gentoo"
"112","Biscoe",55.5,15.85,226.5,5175,"MALE","Gentoo"
"113","Biscoe",49.2,15.65,216,5900,"MALE","Gentoo"
"114","Biscoe",48.3,16.55,221,5425,"MALE","Gentoo"
"115","Biscoe",50.35,15.4,221,5925,"MALE","Gentoo"
"116","Biscoe",49.9,14.75,223,5575,"MALE","Gentoo"
"117","Biscoe",48.8,15.65,216.5,5050,"MALE","Gentoo"
"118","Biscoe",48.65,16.3,219,5525,"MALE","Gentoo"
"119","Biscoe",53.85,15.75,224,5275,"MALE","Gentoo"
"120","Biscoe",50.5,15.65,227.5,5450,"MALE","Gentoo"
"121","Biscoe",53.3,15.7,225,5425,"MALE","Gentoo"
"122","Biscoe",49.1,15.95,221,5825,"MALE","Gentoo"
"123","Biscoe",48.15,15.1,225.5,5850,"MALE","Gentoo"
"124","Biscoe",50.15,15.6,219.5,5325,"MALE","Gentoo"
"125","Biscoe",48.6,15.75,215,5925,"MALE","Gentoo"
"126","Biscoe",53.85,15.9,217.5,5700,"MALE","Gentoo"
"127","Biscoe",51.1,15.95,227,5700,"MALE","Gentoo"
"128","Biscoe",46.9,15.25,225,5750,"MALE","Gentoo"
"129","Biscoe",48.9,16.15,226,5450,"MALE","Gentoo"
"130","Biscoe",50.6,16.1,220,5425,"MALE","Gentoo"
"131","Biscoe",49.2,15.6,223,5275,"MALE","Gentoo"
"132","Biscoe",49.1,15.05,229.5,5900,"MALE","Gentoo"
"133","Biscoe",51.1,15,219.5,5350,"MALE","Gentoo"
"134","Biscoe",49.35,16.15,221,5600,"MALE","Gentoo"
"135","Biscoe",49.55,16.15,224.5,5700,"MALE","Gentoo"
"136","Biscoe",49.6,16,219.5,5850,"MALE","Gentoo"
"137","Biscoe",48.35,15.35,220,5350,"MALE","Gentoo"
"138","Biscoe",50.85,15.8,214,5525,"MALE","Gentoo"
"139","Biscoe",54.2,16.1,219.5,5500,"MALE","Gentoo"
"140","Biscoe",47.45,16.1,221.5,5400,"MALE","Gentoo"
"141","Biscoe",52.7,15.45,218.5,5575,"MALE","Gentoo"
"142","Biscoe",45.25,16,224.5,5400,"MALE","Gentoo"
"143","Biscoe",46.65,15.55,222.5,5550,"MALE","Gentoo"
"144","Biscoe",48.65,15.6,225,5475,"MALE","Gentoo"
"145","Biscoe",48.75,15.75,217.5,5350,"MALE","Gentoo"
"146","Biscoe",48.8,16.05,219.5,5425,"MALE","Gentoo"
"147","Biscoe",49.05,16,222.5,5700,"MALE","Gentoo"
"148","Biscoe",47.6,16.3,222,5500,"MALE","Gentoo"
"149","Biscoe",52.25,15.45,217,5650,"MALE","Gentoo"
"150","Biscoe",52.9,14.7,214,5275,"MALE","Gentoo"
"151","Biscoe",49.55,15.65,226.5,5262.5,"MALE","Gentoo"
"152","Biscoe",47.7,15.85,222.5,5275,"MALE","Gentoo"
"153","Biscoe",48.4,15.65,216,5675,"MALE","Gentoo"
"154","Biscoe",48.25,14.8,226,5200,"MALE","Gentoo"
"155","Biscoe",51.7,16,226,5625,"MALE","Gentoo"
"156","Biscoe",52.95,15.3,224,5350,"MALE","Gentoo"
"157","Biscoe",47.2,16,217.5,5675,"MALE","Gentoo"
"158","Biscoe",48.25,15.7,225,5850,"MALE","Gentoo"
"159","Biscoe",46,15.1,218.5,5575,"MALE","Gentoo"
"160","Biscoe",46.4,14.7,229,5525,"MALE","Gentoo"
"161","Biscoe",48.15,15.5,219.5,5700,"MALE","Gentoo"
"162","Biscoe",50.65,15,227,5350,"MALE","Gentoo"
"163","Biscoe",51.55,15.15,218,5600,"MALE","Gentoo"
"164","Biscoe",51.75,16.3,226,5250,"MALE","Gentoo"
"165","Biscoe",47.8,15.45,220.5,5550,"MALE","Gentoo"
"166","Biscoe",46.35,15,225,5300,"MALE","Gentoo"
"167","Biscoe",48.7,14.95,223.5,5625,"MALE","Gentoo"
"168","Biscoe",46.75,14.65,224,5125,"MALE","Gentoo"
"169","Biscoe",50.4,15.55,223,5650,"MALE","Gentoo"
"170","Biscoe",49.95,15.8,225.5,5350,"MALE","Gentoo"
"171","Biscoe",48.3,15.7,220,5350,"MALE","Gentoo"
"172","Biscoe",50.5,16.15,218.5,5037.5,"MALE","Gentoo"
"173","Biscoe",50.85,15.25,220,5750,"MALE","Gentoo"
"174","Biscoe",52.1,15.45,218.5,5800,"MALE","Gentoo"
"175","Biscoe",47.2,15,220,6025,"MALE","Gentoo"
"176","Biscoe",52.2,15.5,218.5,5600,"MALE","Gentoo"
"177","Biscoe",48,16.55,229,5100,"MALE","Gentoo"
"178","Biscoe",48.05,16.4,219.5,5525,"MALE","Gentoo"
"179","Biscoe",54.05,15.3,225.5,5375,"MALE","Gentoo"
"180","Biscoe",46.95,15.4,218.5,5400,"MALE","Gentoo"
"181","Biscoe",50.5,15.1,221.5,5400,"MALE","Gentoo"
"182","Biscoe",51.05,16,218.5,5425,"MALE","Gentoo"
"183","Biscoe",48.75,16,229,5125,"MALE","Gentoo"
"184","Biscoe",48.85,15.25,226,5125,"MALE","Gentoo"
"185","Biscoe",49.35,15.5,224.5,5525,"MALE","Gentoo"
"186","Biscoe",48.7,15.15,218.5,5300,"MALE","Gentoo"
"187","Biscoe",50.8,16.4,225,5575,"MALE","Gentoo"
"188","Biscoe",51.8,15.7,220.5,5300,"MALE","Gentoo"
"189","Biscoe",52.7,15.3,220,5350,"MALE","Gentoo"
"190","Biscoe",52.3,16.45,224.5,5825,"MALE","Gentoo"
"191","Biscoe",51.4,16.1,225,5800,"MALE","Gentoo"
"192","Biscoe",49.55,15.4,221.5,5975,"MALE","Gentoo"
"193","Biscoe",52.4,16.8,215.5,5200,"MALE","Gentoo"
"194","Biscoe",47.1,15.85,222.5,5475,"MALE","Gentoo"
"195","Biscoe",50.45,16.15,211.5,5675,"MALE","Gentoo"
"196","Biscoe",50.4,16.45,222,5975,"MALE","Gentoo"
"197","Biscoe",49.85,16.05,215.5,5575,"MALE","Gentoo"
"198","Biscoe",46.2,15.65,217,5675,"MALE","Gentoo"
"199","Biscoe",51.9,16.2,214.5,5400,"MALE","Gentoo"
"200","Biscoe",48.15,16,222.5,5900,"MALE","Gentoo"
"201","Biscoe",49,16.15,225,4987.5,"MALE","Gentoo"
"202","Biscoe",47.2,16.15,228.5,5275,"MALE","Gentoo"
"203","Biscoe",46.6,15.35,225.5,5675,"MALE","Gentoo"
"204","Biscoe",48.65,15.35,220,5575,"MALE","Gentoo"
"205","Biscoe",47.55,15.55,220,5300,"MALE","Gentoo"
"206","Biscoe",51.25,15.4,223,5250,"MALE","Gentoo"
"207","Biscoe",50.2,15,221.5,5100,"MALE","Gentoo"
"208","Biscoe",48.8,15.35,222.5,5425,"MALE","Gentoo"
"209","Biscoe",51.8,15.3,230,5150,"MALE","Gentoo"
"210","Biscoe",54.7,16.05,227,5175,"MALE","Gentoo"
"211","Biscoe",50.4,15.75,215,5525,"MALE","Gentoo"
"212","Biscoe",50,15.3,222.5,5700,"MALE","Gentoo"
"213","Biscoe",46.8,16,222,5700,"MALE","Gentoo"
"214","Biscoe",49.5,15.2,218,5300,"MALE","Gentoo"
"215","Biscoe",48.3,15,217,5250,"MALE","Gentoo"
"216","Biscoe",53.05,16.15,225,5575,"MALE","Gentoo"
"217","Biscoe",49.75,15.65,223,5475,"MALE","Gentoo"
"218","Biscoe",49.9,15.5,216,5425,"MALE","Gentoo"
"219","Biscoe",56.95,15.85,222,5325,"MALE","Gentoo"
"220","Biscoe",46.45,15.55,224,5750,"MALE","Gentoo"
"221","Biscoe",50,16.35,227.5,5825,"MALE","Gentoo"
"222","Biscoe",48.1,16.3,222.5,5675,"MALE","Gentoo"
"223","Biscoe",49.7,14.75,226.5,5225,"MALE","Gentoo"
"224","Biscoe",49.2,15.65,221.5,5550,"MALE","Gentoo"
"225","Biscoe",54.55,15.9,217.5,5625,"MALE","Gentoo"
"226","Biscoe",48.15,15.65,215,5325,"MALE","Gentoo"
"227","Biscoe",47.45,15.75,221.5,5050,"MALE","Gentoo"
"228","Biscoe",46.7,16,222,5475,"MALE","Gentoo"
"229","Biscoe",48.55,15.7,221.5,5475,"MALE","Gentoo"
"230","Biscoe",50.15,15.75,219.5,5825,"MALE","Gentoo"
"231","Biscoe",47.6,16,224.5,5025,"MALE","Gentoo"
"232","Biscoe",47.95,16.05,217.5,5400,"MALE","Gentoo"
"233","Biscoe",49.6,15.45,218,5725,"MALE","Gentoo"
"234","Biscoe",45.7,15.65,219,5600,"MALE","Gentoo"
"235","Biscoe",48.6,15.8,228,5750,"MALE","Gentoo"
"236","Biscoe",48.45,16.45,222.5,5500,"MALE","Gentoo"
"237","Biscoe",49.3,15.3,217,5400,"MALE","Gentoo"
"238","Biscoe",50.6,15.35,218.5,5550,"MALE","Gentoo"
"239","Biscoe",47.45,16.55,229.5,5150,"MALE","Gentoo"
"240","Biscoe",51.05,15.45,218.5,5100,"MALE","Gentoo"
"241","Biscoe",49.35,15.6,220,5450,"MALE","Gentoo"
"242","Biscoe",50.65,15.6,225.5,5025,"MALE","Gentoo"
"243","Biscoe",51.3,15.8,219,5250,"MALE","Gentoo"
"244","Biscoe",49.8,16.55,218,5600,"MALE","Gentoo"
"245","Biscoe",51.5,15.7,226,5925,"MALE","Gentoo"
"246","Biscoe",48.65,15.75,222,5450,"MALE","Gentoo"
"247","Biscoe",47.9,15.6,224.5,5325,"MALE","Gentoo"
"248","Biscoe",57.75,16.15,227,5475,"MALE","Gentoo"
"249","Biscoe",48.1,16.8,219.5,5250,"MALE","Gentoo"
"250","Biscoe",49.85,16.2,224.5,5775,"MALE","Gentoo"
"251","Biscoe",45.65,15,216.5,5125,"MALE","Gentoo"
"252","Biscoe",45.7,16,223,5525,"MALE","Gentoo"
"253","Biscoe",46.8,15.45,218.5,5600,"MALE","Gentoo"
"254","Biscoe",48.7,16.2,222,5775,"MALE","Gentoo"
"255","Biscoe",50.65,15.45,215.5,5750,"MALE","Gentoo"
"256","Biscoe",48.35,15,224,5500,"MALE","Gentoo"
"257","Biscoe",52.55,15.65,222.5,5500,"MALE","Gentoo"
"258","Biscoe",50.35,15.15,229,5700,"MALE","Gentoo"
"259","Biscoe",49,15.2,222.5,5575,"MALE","Gentoo"
"260","Biscoe",47.45,16.2,218.5,5600,"MALE","Gentoo"
"261","Biscoe",50.55,15.4,217.5,5575,"MALE","Gentoo"
"262","Biscoe",49.35,16.4,221,5850,"MALE","Gentoo"
"263","Biscoe",48.65,15.85,227.5,5500,"MALE","Gentoo"
"264","Biscoe",48.15,15.75,219.5,5050,"MALE","Gentoo"
"265","Biscoe",49.6,16,223.5,5250,"MALE","Gentoo"
"266","Biscoe",50.2,14.7,219,5475,"MALE","Gentoo"
"267","Biscoe",52.9,15.55,219.5,5375,"MALE","Gentoo"
"268","Biscoe",49.4,15.7,219.5,5775,"MALE","Gentoo"
"269","Biscoe",50.75,14.8,224.5,5450,"MALE","Gentoo"
"270","Biscoe",51.15,15.85,219.5,5825,"MALE","Gentoo"
"271","Biscoe",50.45,16,217.5,5475,"MALE","Gentoo"
"272","Biscoe",48.25,15.75,229.5,5225,"MALE","Gentoo"
"273","Biscoe",49.8,16.1,220.5,5300,"MALE","Gentoo"
"274","Biscoe",48.15,15.9,224.5,5275,"MALE","Gentoo"
"275","Biscoe",49.4,15.2,221.5,5150,"MALE","Gentoo"
"276","Biscoe",46.9,15.45,218.5,5650,"MALE","Gentoo"
"277","Biscoe",47.6,16.3,219,5425,"MALE","Gentoo"
"278","Biscoe",49.35,16.1,222.5,5175,"MALE","Gentoo"
"279","Biscoe",49.75,16.5,222.5,5475,"MALE","Gentoo"
"280","Biscoe",48.15,15.55,223.5,5600,"MALE","Gentoo"
"281","Biscoe",46.1,16.65,218.5,5625,"MALE","Gentoo"
"282","Biscoe",47.45,15.1,222,5200,"MALE","Gentoo"
"283","Biscoe",48.45,15.85,222.5,5975,"MALE","Gentoo"
"284","Biscoe",50,15.45,217,5525,"MALE","Gentoo"
"285","Biscoe",49.8,15.5,222.5,5400,"MALE","Gentoo"
"286","Biscoe",52.4,15.55,222,5400,"MALE","Gentoo"
"287","Biscoe",48.3,16.3,222.5,5075,"MALE","Gentoo"
"288","Biscoe",49.5,16.25,219,5600,"MALE","Gentoo"
"289","Biscoe",48.75,16.3,218,5850,"MALE","Gentoo"
"290","Biscoe",48.25,16,229,5375,"MALE","Gentoo"
"291","Biscoe",50.55,16.45,220.5,5925,"MALE","Gentoo"
"292","Biscoe",49.3,15.8,229,5400,"MALE","Gentoo"
"293","Biscoe",49.7,16.2,218,5425,"MALE","Gentoo"
"294","Biscoe",46.3,16,229,5525,"MALE","Gentoo"
"295","Biscoe",49.6,15.85,214,5325,"MALE","Gentoo"
"296","Biscoe",47.85,16.1,211,5325,"MALE","Gentoo"
"297","Biscoe",46.5,15.45,224,5650,"MALE","Gentoo"
"298","Biscoe",48.95,16,215.5,5525,"MALE","Gentoo"
"299","Biscoe",50.4,16.15,220,5600,"MALE","Gentoo"
"300","Biscoe",51.35,15.1,227.5,5525,"MALE","Gentoo"
"301","Biscoe",47.8,16.05,219,5775,"MALE","Gentoo"
"302","Biscoe",48.45,16.55,223.5,5675,"MALE","Gentoo"
"303","Biscoe",47.35,15.15,224,5500,"MALE","Gentoo"
"304","Biscoe",47.95,15,222.5,5525,"MALE","Gentoo"
"305","Biscoe",49.1,15.55,229,5325,"MALE","Gentoo"
"306","Biscoe",48.6,15.4,224.5,5150,"MALE","Gentoo"
"307","Biscoe",48,15.8,219,5500,"MALE","Gentoo"
"308","Biscoe",50.15,15.6,223,5575,"MALE","Gentoo"
"309","Biscoe",48.85,16.35,217.5,5525,"MALE","Gentoo"
"310","Biscoe",50.7,15.95,225.5,6000,"MALE","Gentoo"
"311","Biscoe",47.65,16.15,218,5625,"MALE","Gentoo"
"312","Biscoe",49.45,17.05,224,5400,"MALE","Gentoo"
"313","Biscoe",50.85,16.4,218.5,5675,"MALE","Gentoo"
"314","Biscoe",49.6,16.05,210.5,5500,"MALE","Gentoo"
"315","Biscoe",47.75,14.75,230,5325,"MALE","Gentoo"
"316","Biscoe",50.55,15.7,213,5225,"MALE","Gentoo"
"317","Biscoe",51,15.7,220,5800,"MALE","Gentoo"
"318","Biscoe",48,16.35,221.5,5250,"MALE","Gentoo"
"319","Biscoe",49.65,15.85,215.5,5250,"MALE","Gentoo"
"320","Biscoe",47.95,16.3,219,5550,"MALE","Gentoo"
"321","Biscoe",49.65,15.9,229,5475,"MALE","Gentoo"
"322","Biscoe",50.45,15.65,227,5500,"MALE","Gentoo"
"323","Biscoe",53.15,15.2,223.5,5550,"MALE","Gentoo"
"324","Biscoe",47.6,15.35,219.5,5350,"MALE","Gentoo"
"325","Biscoe",51.25,15.7,219.5,5475,"MALE","Gentoo"
"326","Biscoe",50.85,15.4,221.5,5325,"MALE","Gentoo"
"327","Biscoe",50.55,15.7,226,5350,"MALE","Gentoo"
"328","Biscoe",49.55,14.7,215.5,5500,"MALE","Gentoo"
"329","Biscoe",48.65,16.35,223,5350,"MALE","Gentoo"
"330","Biscoe",49.5,16.05,226,5575,"MALE","Gentoo"
"331","Biscoe",49.2,15,222,5725,"MALE","Gentoo"
"332","Biscoe",46.9,15.4,218,5700,"MALE","Gentoo"
"333","Biscoe",47.5,16.55,229,5550,"MALE","Gentoo"
